timestamp,rnti,e2_node,f1ap,slice_sd,slice_name,cqi,ri,dl_mcs,ul_mcs,pusch_snr_db,pusch_rsrp_db,phr,dl_brate_bps,ul_brate_bps,dl_nof_ok,dl_nof_nok,dl_latency_us,ul_latency_us,prb_min,prb_max,alloc_req_bps,sla_dl_target_bps
1781623959.193,61446,gnbd_001_001_00000213_2,2,3,BUSINESS,15,1,28,3,1.9,-0.1,0,43848.0,574408.0,33,0,0,0,0,16,0,20000000
1781623960.193,61441,gnbd_001_001_00000213_1,0,1,CRITICAL,11,1,0,9,3.9,0,0,0.0,1023880.0,0,0,0,0,2,13,300000,300000
1781623960.193,61443,gnbd_001_001_00000213_1,1,2,PERFORMANCE,5,1,28,8,2.5,0,0,97032.0,1323208.0,73,0,0,0,2,18,300000,300000
1781623960.193,61445,gnbd_001_001_00000213_1,2,3,BUSINESS,15,1,28,7,2.8,0,0,93360.0,1153008.0,70,0,0,0,0,16,0,20000000
1781623960.193,61442,gnbd_001_001_00000213_2,0,1,CRITICAL,15,1,28,1,2.3,-0.0,0,68440.0,729832.0,51,0,0,0,2,18,300000,300000
1781623960.193,61444,gnbd_001_001_00000213_2,1,2,PERFORMANCE,15,1,28,3,2.1,-0.1,0,41528.0,601072.0,31,0,0,0,2,18,300000,300000
1781623960.193,61446,gnbd_001_001_00000213_2,2,3,BUSINESS,15,1,28,3,1.9,-0.1,0,43848.0,574408.0,33,0,0,0,0,16,0,20000000
1781623961.191,61441,gnbd_001_001_00000213_1,0,1,CRITICAL,15,1,0,9,3.7,0,0,0.0,993368.0,0,0,0,0,2,13,300000,300000
1781623961.191,61443,gnbd_001_001_00000213_1,1,2,PERFORMANCE,5,1,28,8,2.9,0,0,103648.0,1261216.0,72,0,0,0,2,18,300000,300000
1781623961.191,61445,gnbd_001_001_00000213_1,2,3,BUSINESS,15,1,28,7,2.7,0,0,96576.0,1146832.0,72,0,0,0,0,16,0,20000000
1781623961.191,61442,gnbd_001_001_00000213_2,0,1,CRITICAL,15,1,28,1,2.3,-0.0,0,68440.0,729832.0,51,0,0,0,2,18,300000,300000
1781623961.191,61444,gnbd_001_001_00000213_2,1,2,PERFORMANCE,15,1,28,3,2.1,-0.1,0,41528.0,601072.0,31,0,0,0,2,18,300000,300000
1781623961.191,61446,gnbd_001_001_00000213_2,2,3,BUSINESS,15,1,28,3,1.9,-0.1,0,43848.0,574408.0,33,0,0,0,0,16,0,20000000
1781623962.193,61441,gnbd_001_001_00000213_1,0,1,CRITICAL,11,1,0,7,2.4,0,0,0.0,949504.0,0,0,0,0,2,13,300000,300000
1781623962.193,61443,gnbd_001_001_00000213_1,1,2,PERFORMANCE,15,1,28,10,4.7,0,0,138056.0,902072.0,69,0,0,0,2,18,300000,300000
1781623962.193,61445,gnbd_001_001_00000213_1,2,3,BUSINESS,15,1,28,7,2.4,0,0,94328.0,1136632.0,71,0,0,0,0,16,0,20000000
1781623962.193,61442,gnbd_001_001_00000213_2,0,1,CRITICAL,15,1,28,1,2.3,-0.0,0,68440.0,729832.0,51,0,0,0,2,18,300000,300000
1781623962.193,61444,gnbd_001_001_00000213_2,1,2,PERFORMANCE,15,1,28,3,2.1,-0.1,0,41528.0,601072.0,31,0,0,0,2,18,300000,300000
1781623962.193,61446,gnbd_001_001_00000213_2,2,3,BUSINESS,15,1,28,3,1.9,-0.1,0,43848.0,574408.0,33,0,0,0,0,16,0,20000000
1781623963.193,61441,gnbd_001_001_00000213_1,0,1,CRITICAL,11,1,0,7,2.4,0,0,0.0,949504.0,0,0,0,0,2,14,300000,300000
1781623963.193,61443,gnbd_001_001_00000213_1,1,2,PERFORMANCE,15,1,28,10,4.7,0,0,138056.0,902072.0,69,0,0,0,6,11,300000,300000
1781623963.193,61445,gnbd_001_001_00000213_1,2,3,BUSINESS,15,1,28,7,2.4,0,0,94328.0,1136632.0,71,0,0,0,0,17,0,20000000
